Epoch,TrainLoss,ValLoss,TrainAcc,ValAcc
0,0.16780388311428182,0.16693685948848724,0.37604456824512533,0.39888682745825604
1,0.16562581325278564,0.1649696562025282,0.3203342618384401,0.39888682745825604
2,0.1635054358664681,0.16315623290008968,0.33658310120705665,0.3079777365491651
3,0.16427476967082305,0.16370807422531974,0.3277623026926648,0.29684601113172543
4,0.16336235053399029,0.162566430038876,0.31847725162488394,0.37291280148423006
5,0.1640062722213128,0.16248000330395168,0.30687093779015784,0.3747680890538033
6,0.16259486228227615,0.1624112758371565,0.3458681522748375,0.36178107606679033
7,0.16235942218233557,0.1626504527197944,0.3333333333333333,0.34879406307977734
8,0.1618698423399645,0.16231260531478459,0.34726090993500464,0.3450834879406308
9,0.16258823082727544,0.16241618659761217,0.329619312906221,0.35064935064935066
10,0.16187691250268152,0.16245615813467237,0.3398328690807799,0.3580705009276438
11,0.16291993987910888,0.1620491792758306,0.31847725162488394,0.3172541743970315
12,0.1608171077335582,0.1619732595152325,0.35376044568245124,0.31910946196660483
13,0.16074493878027973,0.16186133689350551,0.3375116063138347,0.3302411873840445
14,0.16147950028671937,0.16180298891332415,0.32590529247910865,0.3673469387755102
15,0.16198316347949646,0.16198058260811699,0.33658310120705665,0.3432282003710575
16,0.1610289027585703,0.16187283231152427,0.34076137418755803,0.3450834879406308
17,0.16073746321832433,0.16168003777662912,0.34958217270194986,0.3358070500927644
18,0.16183251449290445,0.16164327992333305,0.33519034354688954,0.3395176252319109
19,0.16159564388148925,0.16188563903172812,0.34308263695450325,0.35064935064935066
20,0.16047537721255245,0.16143317189481524,0.3268337975858867,0.34137291280148424
21,0.16078602434957728,0.16154424680603874,0.33565459610027853,0.3339517625231911
22,0.1605865446960225,0.1614021874136395,0.32636954503249765,0.3320964749536178
23,0.16128279268741608,0.1615655024846395,0.32404828226555243,0.3358070500927644
24,0.16179222131476684,0.1615507205327352,0.3282265552460539,0.3358070500927644
25,0.16096227572244756,0.161338339249293,0.33379758588672237,0.3339517625231911
26,0.160786732154734,0.16162139177322388,0.3477251624883937,0.3432282003710575
27,0.16112171332625783,0.1612466209464603,0.34401114206128136,0.3432282003710575
28,0.16098802010802662,0.1613903906610277,0.3333333333333333,0.3320964749536178
29,0.16149446981794693,0.1615111298031277,0.33565459610027853,0.3320964749536178
30,0.1608058205422233,0.16149955656793383,0.33147632311977715,0.34137291280148424
31,0.16110204379348195,0.16110985146628487,0.34401114206128136,0.3395176252319109
32,0.16104075838537776,0.16114538742436302,0.3384401114206128,0.3450834879406308
33,0.16018938755287843,0.16147160033384958,0.34401114206128136,0.3450834879406308
34,0.16135267212110407,0.16128480599986184,0.3254410399257196,0.3432282003710575
35,0.16123259199016235,0.1613498412900501,0.3412256267409471,0.34879406307977734
36,0.1609310358762741,0.16120798389116922,0.34447539461467036,0.3395176252319109
37,0.1610515634803211,0.16126741303337944,0.3361188486536676,0.34879406307977734
38,0.16072185907293768,0.16122444305155012,0.3361188486536676,0.3450834879406308
39,0.16126994876300588,0.1608982566330168,0.329619312906221,0.3450834879406308
40,0.1608117639141924,0.16134585605727303,0.3328690807799443,0.3432282003710575
41,0.16102374257410274,0.1610549787680308,0.34215413184772514,0.3358070500927644
42,0.16047045500839457,0.16106611655818093,0.3310120705663881,0.3432282003710575
43,0.1602402662529665,0.16097331709331936,0.33240482822655526,0.34879406307977734
44,0.1608904727241572,0.16091075208452013,0.33147632311977715,0.3450834879406308
45,0.16080432823475668,0.16097790830665165,0.32358402971216343,0.3395176252319109
46,0.16061141122789943,0.1612217989232805,0.3412256267409471,0.34137291280148424
47,0.16057291363968568,0.16090039908885956,0.32404828226555243,0.34879406307977734
48,0.16064957967575857,0.16103323300679526,0.33379758588672237,0.3450834879406308
49,0.16016603042097652,0.16100003321965536,0.3398328690807799,0.3450834879406308
50,0.16071387993938782,0.16105940110153621,0.3282265552460539,0.34137291280148424
51,0.16086541335372365,0.16125288605690002,0.33797585886722376,0.35064935064935066
52,0.15983011836514754,0.16049370335208046,0.34076137418755803,0.34879406307977734
53,0.15998110481921365,0.16091924409071603,0.33890436397400187,0.3450834879406308
54,0.1604667726685019,0.16063736544715035,0.3286908077994429,0.35064935064935066
55,0.16112088850315878,0.16090960138373905,0.34076137418755803,0.34879406307977734
56,0.16011199881048763,0.16067471272415584,0.3426183844011142,0.35435992578849723
57,0.1598006990902564,0.16049795349438986,0.3463324048282266,0.3432282003710575
58,0.15952585769050262,0.16079854799641502,0.34215413184772514,0.34137291280148424
59,0.1601107427302529,0.16109256943066916,0.33008356545961004,0.34137291280148424
60,0.16003310592735515,0.16077068282498252,0.34076137418755803,0.3450834879406308
61,0.1598393316654598,0.16078895495997536,0.33565459610027853,0.3432282003710575
62,0.1604409800732837,0.16110951370663112,0.32219127205199627,0.3469387755102041
63,0.16048096383319183,0.1607040911912918,0.340297121634169,0.34879406307977734
64,0.16005009018323002,0.16073865360683864,0.34726090993500464,0.35064935064935066
65,0.16071817585650613,0.1607156346241633,0.33379758588672237,0.34879406307977734
66,0.16017072034232757,0.16060262587335375,0.34076137418755803,0.35435992578849723
67,0.1605216549599872,0.16030691729651558,0.3254410399257196,0.3562152133580705
68,0.1601819479290177,0.1607158730427424,0.3254410399257196,0.35064935064935066
69,0.15982922955470927,0.1607280903392368,0.34076137418755803,0.3469387755102041
70,0.15993181616067886,0.1604743070072598,0.33147632311977715,0.3339517625231911
71,0.16026635862448635,0.16056117249859703,0.3245125348189415,0.34879406307977734
72,0.15962794116314719,0.16066701213518778,0.33379758588672237,0.3395176252319109
73,0.16017390436985912,0.16043779916233486,0.3370473537604457,0.34137291280148424
74,0.15990890387226553,0.16056087447537315,0.32404828226555243,0.3358070500927644
75,0.159619742018335,0.1606296499570211,0.3361188486536676,0.3525046382189239
76,0.1600080158780603,0.1603836864233017,0.3342618384401114,0.34879406307977734
77,0.16092264389290528,0.1613602853483624,0.3319405756731662,0.3469387755102041
78,0.15980087176841848,0.16115117569764456,0.3435468895078923,0.3469387755102041
79,0.1599887613864506,0.16083715193801457,0.3319405756731662,0.3432282003710575
80,0.1596394032239914,0.1608949833446079,0.3328690807799443,0.3432282003710575
81,0.15982612353913925,0.16098989215162066,0.3310120705663881,0.3450834879406308
82,0.15987402113044963,0.16111748913923898,0.3361188486536676,0.34879406307977734
83,0.1601177024490693,0.16118652290768093,0.33240482822655526,0.3525046382189239
84,0.15982723718180375,0.1609434021843804,0.33658310120705665,0.34879406307977734
85,0.16002975141300874,0.16143277453051674,0.3328690807799443,0.3469387755102041
86,0.16048798228011413,0.1612175554037094,0.32915506035283193,0.35064935064935066
87,0.15951376276857712,0.16129614412784576,0.33379758588672237,0.3395176252319109
88,0.15899554815362482,0.16129927502738106,0.33797585886722376,0.3432282003710575
89,0.1601854203378453,0.16148088210158879,0.32636954503249765,0.3450834879406308
90,0.15939362084164338,0.16106563806533813,0.3342618384401114,0.34137291280148424
91,0.1595893673160497,0.16128508415487078,0.33379758588672237,0.34137291280148424
92,0.15994170658728657,0.16104009250799814,0.33658310120705665,0.3450834879406308
