Epoch,Class,Precision,Recall,Class F1,Macro F1,MCC
0.0,0.0,0.0,0.0,0.0,0.11167146974063401,0.0
0.0,1.0,0.0,0.0,0.0,0.11167146974063401,0.0
0.0,2.0,0.0,0.0,0.0,0.11167146974063401,0.0
0.0,3.0,0.287569573283859,0.44668587896253603,1.0,0.11167146974063401,0.0
1.0,0.0,0.0,0.0,0.0,0.17968068137358173,0.05823036783352712
1.0,1.0,0.0,0.0,0.0,0.17968068137358173,0.05823036783352712
1.0,2.0,0.30612244897959184,0.26905829596412556,0.24,0.17968068137358173,0.05823036783352712
1.0,3.0,0.30385487528344673,0.44966442953020136,0.864516129032258,0.17968068137358173,0.05823036783352712
2.0,0.0,0.3103448275862069,0.138996138996139,0.08955223880597014,0.22591004665791314,0.050109150770952966
2.0,1.0,0.0,0.0,0.0,0.22591004665791314,0.050109150770952966
2.0,2.0,0.2603305785123967,0.34332425068119893,0.504,0.22591004665791314,0.050109150770952966
2.0,3.0,0.3472803347280335,0.4213197969543147,0.535483870967742,0.22591004665791314,0.050109150770952966
3.0,0.0,0.0,0.0,0.0,0.19280677522535622,0.056559433496056064
3.0,1.0,0.0,0.0,0.0,0.19280677522535622,0.056559433496056064
3.0,2.0,0.25738396624472576,0.3370165745856354,0.488,0.19280677522535622,0.056559433496056064
3.0,3.0,0.3289036544850498,0.4342105263157895,0.6387096774193548,0.19280677522535622,0.056559433496056064
4.0,0.0,1.0,0.019704433497536946,0.009950248756218905,0.2026422151331148,0.07353390152783762
4.0,1.0,0.0,0.0,0.0,0.2026422151331148,0.07353390152783762
4.0,2.0,0.26506024096385544,0.35294117647058826,0.528,0.2026422151331148,0.07353390152783762
4.0,3.0,0.3368055555555556,0.43792325056433407,0.6258064516129033,0.2026422151331148,0.07353390152783762
5.0,0.0,0.5,0.009852216748768473,0.004975124378109453,0.19378774821167016,0.05500491424663254
5.0,1.0,0.0,0.0,0.0,0.19378774821167016,0.05500491424663254
5.0,2.0,0.2576419213973799,0.3333333333333333,0.472,0.19378774821167016,0.05500491424663254
5.0,3.0,0.3246753246753247,0.4319654427645788,0.6451612903225806,0.19378774821167016,0.05500491424663254
6.0,0.0,0.0,0.0,0.0,0.1995432290422737,0.07466790100654658
6.0,1.0,0.0,0.0,0.0,0.1995432290422737,0.07466790100654658
6.0,2.0,0.26296296296296295,0.3594936708860759,0.568,0.1995432290422737,0.07466790100654658
6.0,3.0,0.34572490706319703,0.4386792452830189,0.6,0.1995432290422737,0.07466790100654658
7.0,0.0,0.0,0.0,0.0,0.1993006993006993,0.07381325224000189
7.0,1.0,0.0,0.0,0.0,0.1993006993006993,0.07381325224000189
7.0,2.0,0.2641509433962264,0.358974358974359,0.56,0.1993006993006993,0.07381325224000189
7.0,3.0,0.34306569343065696,0.4382284382284382,0.6064516129032258,0.1993006993006993,0.07381325224000189
8.0,0.0,0.0,0.0,0.0,0.20109099628341925,0.07840200872366564
8.0,1.0,0.0,0.0,0.0,0.20109099628341925,0.07840200872366564
8.0,2.0,0.26666666666666666,0.35789473684210527,0.544,0.20109099628341925,0.07840200872366564
8.0,3.0,0.34507042253521125,0.44646924829157175,0.632258064516129,0.20109099628341925,0.07840200872366564
9.0,0.0,0.0,0.0,0.0,0.1933635997018172,0.060972999948196015
9.0,1.0,0.0,0.0,0.0,0.1933635997018172,0.060972999948196015
9.0,2.0,0.2579185520361991,0.32947976878612717,0.456,0.1933635997018172,0.060972999948196015
9.0,3.0,0.330188679245283,0.4439746300211416,0.6774193548387096,0.1933635997018172,0.060972999948196015
10.0,0.0,0.0,0.0,0.0,0.1954984508839074,0.06520930350413799
10.0,1.0,0.0,0.0,0.0,0.1954984508839074,0.06520930350413799
10.0,2.0,0.26200873362445415,0.3389830508474576,0.48,0.1954984508839074,0.06520930350413799
10.0,3.0,0.33225806451612905,0.443010752688172,0.6645161290322581,0.1954984508839074,0.06520930350413799
11.0,0.0,0.0,0.0,0.0,0.196768319032039,0.07217433316754157
11.0,1.0,0.0,0.0,0.0,0.196768319032039,0.07217433316754157
11.0,2.0,0.2631578947368421,0.32934131736526945,0.44,0.196768319032039,0.07217433316754157
11.0,3.0,0.33636363636363636,0.4577319587628866,0.7161290322580646,0.196768319032039,0.07217433316754157
12.0,0.0,0.0,0.0,0.0,0.19474400871459696,0.06291665097043367
12.0,1.0,0.0,0.0,0.0,0.19474400871459696,0.06291665097043367
12.0,2.0,0.25957446808510637,0.3388888888888889,0.488,0.19474400871459696,0.06291665097043367
12.0,3.0,0.33223684210526316,0.4400871459694989,0.6516129032258065,0.19474400871459696,0.06291665097043367
13.0,0.0,0.0,0.0,0.0,0.19192473826780876,0.058087066514445666
13.0,1.0,0.0,0.0,0.0,0.19192473826780876,0.058087066514445666
13.0,2.0,0.25112107623318386,0.3218390804597701,0.448,0.19192473826780876,0.058087066514445666
13.0,3.0,0.3322784810126582,0.445859872611465,0.6774193548387096,0.19192473826780876,0.058087066514445666
14.0,0.0,0.0,0.0,0.0,0.1936169038949575,0.06361190307644544
14.0,1.0,0.0,0.0,0.0,0.1936169038949575,0.06361190307644544
14.0,2.0,0.2534562211981567,0.3216374269005848,0.44,0.1936169038949575,0.06361190307644544
14.0,3.0,0.33540372670807456,0.4528301886792453,0.6967741935483871,0.1936169038949575,0.06361190307644544
15.0,0.0,0.0,0.0,0.0,0.19533217542336084,0.06841108810889326
15.0,1.0,0.0,0.0,0.0,0.19533217542336084,0.06841108810889326
15.0,2.0,0.2647058823529412,0.3282674772036474,0.432,0.19533217542336084,0.06841108810889326
15.0,3.0,0.33134328358208953,0.4530612244897959,0.7161290322580646,0.19533217542336084,0.06841108810889326
16.0,0.0,0.0,0.0,0.0,0.19679436431557853,0.07194777346528938
16.0,1.0,0.0,0.0,0.0,0.19679436431557853,0.07194777346528938
16.0,2.0,0.26570048309178745,0.3313253012048193,0.44,0.19679436431557853,0.07194777346528938
16.0,3.0,0.33433734939759036,0.45585215605749485,0.7161290322580646,0.19679436431557853,0.07194777346528938
17.0,0.0,0.0,0.0,0.0,0.1929240631163708,0.06661763518207585
17.0,1.0,0.0,0.0,0.0,0.1929240631163708,0.06661763518207585
17.0,2.0,0.2620320855614973,0.3141025641025641,0.392,0.1929240631163708,0.06661763518207585
17.0,3.0,0.32954545454545453,0.45759368836291914,0.7483870967741936,0.1929240631163708,0.06661763518207585
18.0,0.0,0.0,0.0,0.0,0.1933985818436033,0.0645268655889012
18.0,1.0,0.0,0.0,0.0,0.1933985818436033,0.0645268655889012
18.0,2.0,0.26262626262626265,0.3219814241486068,0.416,0.1933985818436033,0.0645268655889012
18.0,3.0,0.3284457478005865,0.45161290322580644,0.7225806451612903,0.1933985818436033,0.0645268655889012
19.0,0.0,0.0,0.0,0.0,0.19785276073619631,0.07492539149425965
19.0,1.0,0.0,0.0,0.0,0.19785276073619631,0.07492539149425965
19.0,2.0,0.2682926829268293,0.3333333333333333,0.44,0.19785276073619631,0.07492539149425965
19.0,3.0,0.33532934131736525,0.45807770961145194,0.7225806451612903,0.19785276073619631,0.07492539149425965
20.0,0.0,0.0,0.0,0.0,0.19785276073619631,0.07492539149425965
20.0,1.0,0.0,0.0,0.0,0.19785276073619631,0.07492539149425965
20.0,2.0,0.2682926829268293,0.3333333333333333,0.44,0.19785276073619631,0.07492539149425965
20.0,3.0,0.33532934131736525,0.45807770961145194,0.7225806451612903,0.19785276073619631,0.07492539149425965
21.0,0.0,0.0,0.0,0.0,0.20334223112000888,0.088019458819141
21.0,1.0,0.0,0.0,0.0,0.20334223112000888,0.088019458819141
21.0,2.0,0.27884615384615385,0.3483483483483483,0.464,0.20334223112000888,0.088019458819141
21.0,3.0,0.3413897280966767,0.46502057613168724,0.7290322580645161,0.20334223112000888,0.088019458819141
22.0,0.0,0.0,0.0,0.0,0.20218253968253969,0.0896820703466056
22.0,1.0,0.0,0.0,0.0,0.20218253968253969,0.0896820703466056
22.0,2.0,0.2789473684210526,0.33650793650793653,0.424,0.20218253968253969,0.0896820703466056
22.0,3.0,0.34097421203438394,0.4722222222222222,0.7677419354838709,0.20218253968253969,0.0896820703466056
23.0,0.0,0.0,0.0,0.0,0.20258571264763214,0.08907430520052446
23.0,1.0,0.0,0.0,0.0,0.20258571264763214,0.08907430520052446
23.0,2.0,0.292817679558011,0.3464052287581699,0.424,0.20258571264763214,0.08907430520052446
23.0,3.0,0.3324022346368715,0.46393762183235865,0.7677419354838709,0.20258571264763214,0.08907430520052446
24.0,0.0,0.2857142857142857,0.019230769230769232,0.009950248756218905,0.20268529647435896,0.07858513019011215
24.0,1.0,0.0,0.0,0.0,0.20268529647435896,0.07858513019011215
24.0,2.0,0.28,0.32666666666666666,0.392,0.20268529647435896,0.07858513019011215
24.0,3.0,0.3333333333333333,0.46484375,0.7677419354838709,0.20268529647435896,0.07858513019011215
25.0,0.0,0.0,0.0,0.0,0.20324445448725192,0.08990840456753003
25.0,1.0,0.0,0.0,0.0,0.20324445448725192,0.08990840456753003
25.0,2.0,0.2849740932642487,0.34591194968553457,0.44,0.20324445448725192,0.08990840456753003
25.0,3.0,0.33815028901734107,0.46706586826347307,0.7548387096774194,0.20324445448725192,0.08990840456753003
26.0,0.0,0.0,0.0,0.0,0.20216996492985972,0.08683217970777457
26.0,1.0,0.0,0.0,0.0,0.20216996492985972,0.08683217970777457
26.0,2.0,0.28205128205128205,0.34375,0.44,0.20216996492985972,0.08683217970777457
