Epoch,Class,Precision,Recall,Class F1,Macro F1,MCC
0.0,0.0,0.0,0.0,0.0,0.043220338983050846,0.0
0.0,1.0,0.09461966604823747,0.17288135593220338,1.0,0.043220338983050846,0.0
0.0,2.0,0.0,0.0,0.0,0.043220338983050846,0.0
0.0,3.0,0.0,0.0,0.0,0.043220338983050846,0.0
1.0,0.0,0.75,0.02857142857142857,0.014563106796116505,0.24423532268836134,0.1799142735216255
1.0,1.0,0.0,0.0,0.0,0.24423532268836134,0.1799142735216255
1.0,2.0,0.3201754385964912,0.40331491712707185,0.5447761194029851,0.24423532268836134,0.1799142735216255
1.0,3.0,0.40390879478827363,0.545054945054945,0.8378378378378378,0.24423532268836134,0.1799142735216255
2.0,0.0,0.5282258064516129,0.5770925110132159,0.6359223300970874,0.34517381323074703,0.23318552245893343
2.0,1.0,0.0,0.0,0.0,0.34517381323074703,0.23318552245893343
2.0,2.0,0.42857142857142855,0.29411764705882354,0.22388059701492538,0.34517381323074703,0.23318552245893343
2.0,3.0,0.4253393665158371,0.5094850948509485,0.6351351351351351,0.34517381323074703,0.23318552245893343
3.0,0.0,0.5318352059925093,0.6004228329809725,0.6893203883495146,0.35254749464201574,0.25197664484538596
3.0,1.0,0.0,0.0,0.0,0.35254749464201574,0.25197664484538596
3.0,2.0,0.4461538461538462,0.2914572864321608,0.21641791044776118,0.35254749464201574,0.25197664484538596
3.0,3.0,0.4444444444444444,0.5183098591549296,0.6216216216216216,0.35254749464201574,0.25197664484538596
4.0,0.0,0.5606060606060606,0.6297872340425532,0.7184466019417476,0.38714710711623235,0.30510912174628124
4.0,1.0,0.0,0.0,0.0,0.38714710711623235,0.30510912174628124
4.0,2.0,0.5064935064935064,0.3696682464454976,0.291044776119403,0.38714710711623235,0.30510912174628124
4.0,3.0,0.4797979797979798,0.5491329479768786,0.6418918918918919,0.38714710711623235,0.30510912174628124
5.0,0.0,0.5737051792828686,0.6301969365426696,0.6990291262135923,0.3908586382993429,0.3214864374717645
5.0,1.0,0.0,0.0,0.0,0.3908586382993429,0.3214864374717645
5.0,2.0,0.5538461538461539,0.36180904522613067,0.26865671641791045,0.3908586382993429,0.3214864374717645
5.0,3.0,0.47533632286995514,0.5714285714285714,0.7162162162162162,0.3908586382993429,0.3214864374717645
6.0,0.0,0.6026785714285714,0.627906976744186,0.6553398058252428,0.41064957350265263,0.3366940006879565
6.0,1.0,0.0,0.0,0.0,0.41064957350265263,0.3366940006879565
6.0,2.0,0.5151515151515151,0.43776824034334766,0.3805970149253731,0.41064957350265263,0.3366940006879565
6.0,3.0,0.4861111111111111,0.5769230769230769,0.7094594594594594,0.41064957350265263,0.3366940006879565
7.0,0.0,0.6243654822335025,0.6104218362282878,0.5970873786407767,0.4147186587010324,0.33296755151419444
7.0,1.0,0.0,0.0,0.0,0.4147186587010324,0.33296755151419444
7.0,2.0,0.4888888888888889,0.49070631970260226,0.4925373134328358,0.4147186587010324,0.33296755151419444
7.0,3.0,0.4782608695652174,0.5577464788732395,0.668918918918919,0.4147186587010324,0.33296755151419444
8.0,0.0,0.6326530612244898,0.6169154228855721,0.6019417475728155,0.425488845731383,0.3521108106416925
8.0,1.0,0.0,0.0,0.0,0.425488845731383,0.3521108106416925
8.0,2.0,0.49640287769784175,0.5054945054945055,0.5149253731343284,0.425488845731383,0.3521108106416925
8.0,3.0,0.5,0.5795454545454546,0.6891891891891891,0.425488845731383,0.3521108106416925
9.0,0.0,0.6344086021505376,0.6020408163265306,0.5728155339805825,0.42364561825686986,0.34666695351980753
9.0,1.0,0.0,0.0,0.0,0.42364561825686986,0.34666695351980753
9.0,2.0,0.47530864197530864,0.5202702702702703,0.5746268656716418,0.42364561825686986,0.34666695351980753
9.0,3.0,0.5078534031413613,0.5722713864306784,0.6554054054054054,0.42364561825686986,0.34666695351980753
10.0,0.0,0.6818181818181818,0.5833333333333334,0.5097087378640777,0.4208793140755166,0.34993078119097526
10.0,1.0,0.0,0.0,0.0,0.4208793140755166,0.34993078119097526
10.0,2.0,0.45054945054945056,0.5189873417721519,0.6119402985074627,0.4208793140755166,0.34993078119097526
10.0,3.0,0.5024630541871922,0.5811965811965812,0.6891891891891891,0.4208793140755166,0.34993078119097526
11.0,0.0,0.6488095238095238,0.5828877005347594,0.529126213592233,0.41815271770100115,0.34187661564860305
11.0,1.0,0.0,0.0,0.0,0.41815271770100115,0.34187661564860305
11.0,2.0,0.4716981132075472,0.5119453924914675,0.5597014925373134,0.41815271770100115,0.34187661564860305
11.0,3.0,0.49056603773584906,0.5777777777777777,0.7027027027027027,0.41815271770100115,0.34187661564860305
12.0,0.0,0.6879432624113475,0.5590778097982709,0.470873786407767,0.4127962245400103,0.3390828090625721
12.0,1.0,0.0,0.0,0.0,0.4127962245400103,0.3390828090625721
12.0,2.0,0.4473684210526316,0.5246913580246914,0.6343283582089553,0.4127962245400103,0.3390828090625721
12.0,3.0,0.4855769230769231,0.5674157303370787,0.6824324324324325,0.4127962245400103,0.3390828090625721
13.0,0.0,0.6511627906976745,0.5925925925925926,0.5436893203883495,0.42333608229982767,0.34876737167712973
13.0,1.0,0.0,0.0,0.0,0.42333608229982767,0.34876737167712973
13.0,2.0,0.4602272727272727,0.5225806451612903,0.6044776119402985,0.42333608229982767,0.34876737167712973
13.0,3.0,0.5130890052356021,0.5781710914454278,0.6621621621621622,0.42333608229982767,0.34876737167712973
14.0,0.0,0.6369047619047619,0.5721925133689839,0.5194174757281553,0.41690928952596235,0.3369242652982209
14.0,1.0,0.0,0.0,0.0,0.41690928952596235,0.3369242652982209
14.0,2.0,0.45901639344262296,0.5299684542586751,0.6268656716417911,0.41690928952596235,0.3369242652982209
14.0,3.0,0.5053191489361702,0.5654761904761905,0.6418918918918919,0.41690928952596235,0.3369242652982209
15.0,0.0,0.632768361581921,0.5848563968668408,0.5436893203883495,0.4204400568073975,0.3417344572370511
15.0,1.0,0.0,0.0,0.0,0.4204400568073975,0.3417344572370511
15.0,2.0,0.45714285714285713,0.517799352750809,0.5970149253731343,0.4204400568073975,0.3417344572370511
15.0,3.0,0.5187165775401069,0.5791044776119403,0.6554054054054054,0.4204400568073975,0.3417344572370511
16.0,0.0,0.6453488372093024,0.5873015873015873,0.5388349514563107,0.42407446604506094,0.34945999490779284
16.0,1.0,0.0,0.0,0.0,0.42407446604506094,0.34945999490779284
16.0,2.0,0.45989304812834225,0.5358255451713395,0.6417910447761194,0.42407446604506094,0.34945999490779284
16.0,3.0,0.5222222222222223,0.573170731707317,0.6351351351351351,0.42407446604506094,0.34945999490779284
17.0,0.0,0.6432432432432432,0.6086956521739131,0.5776699029126213,0.42718620409559227,0.34824547619147855
17.0,1.0,0.0,0.0,0.0,0.42718620409559227,0.34824547619147855
17.0,2.0,0.4935064935064935,0.5277777777777778,0.5671641791044776,0.42718620409559227,0.34824547619147855
17.0,3.0,0.5078534031413613,0.5722713864306784,0.6554054054054054,0.42718620409559227,0.34824547619147855
18.0,0.0,0.6470588235294118,0.5851063829787234,0.5339805825242718,0.4190890957446809,0.3375608403099535
18.0,1.0,0.0,0.0,0.0,0.4190890957446809,0.3375608403099535
18.0,2.0,0.45698924731182794,0.53125,0.6343283582089553,0.4190890957446809,0.3375608403099535
18.0,3.0,0.5141242937853108,0.56,0.6148648648648649,0.4190890957446809,0.3375608403099535
19.0,0.0,0.6491228070175439,0.5888594164456233,0.5388349514563107,0.41868632558287733,0.3388639445585884
19.0,1.0,0.0,0.0,0.0,0.41868632558287733,0.3388639445585884
19.0,2.0,0.46408839779005523,0.5333333333333333,0.6268656716417911,0.41868632558287733,0.3388639445585884
19.0,3.0,0.4972972972972973,0.5525525525525525,0.6216216216216216,0.41868632558287733,0.3388639445585884
20.0,0.0,0.6491228070175439,0.5888594164456233,0.5388349514563107,0.4415917538074544,0.35085147480514517
20.0,1.0,0.18181818181818182,0.06451612903225806,0.0392156862745098,0.4415917538074544,0.35085147480514517
20.0,2.0,0.4715909090909091,0.535483870967742,0.6194029850746269,0.4415917538074544,0.35085147480514517
20.0,3.0,0.5248618784530387,0.5775075987841946,0.6418918918918919,0.4415917538074544,0.35085147480514517
21.0,0.0,0.6312849162011173,0.587012987012987,0.5485436893203883,0.42708156721079527,0.3242495797982504
21.0,1.0,0.11764705882352941,0.058823529411764705,0.0392156862745098,0.42708156721079527,0.3242495797982504
21.0,2.0,0.45454545454545453,0.5295950155763239,0.6343283582089553,0.42708156721079527,0.3242495797982504
21.0,3.0,0.5192307692307693,0.5328947368421053,0.5472972972972973,0.42708156721079527,0.3242495797982504
22.0,0.0,0.6205128205128205,0.6034912718204489,0.587378640776699,0.43279818090941413,0.3311908667144593
22.0,1.0,0.13333333333333333,0.06060606060606061,0.0392156862745098,0.43279818090941413,0.3311908667144593
22.0,2.0,0.4819277108433735,0.5333333333333333,0.5970149253731343,0.43279818090941413,0.3311908667144593
22.0,3.0,0.50920245398773,0.5337620578778135,0.5608108108108109,0.43279818090941413,0.3311908667144593
23.0,0.0,0.6275510204081632,0.6119402985074627,0.5970873786407767,0.4374312167200666,0.33943554678731735
23.0,1.0,0.11764705882352941,0.058823529411764705,0.0392156862745098,0.4374312167200666,0.33943554678731735
23.0,2.0,0.4879518072289157,0.54,0.6044776119402985,0.4374312167200666,0.33943554678731735
23.0,3.0,0.51875,0.538961038961039,0.5608108108108109,0.4374312167200666,0.33943554678731735
24.0,0.0,0.6142131979695431,0.6004962779156328,0.587378640776699,0.4348185824023839,0.32530324161015495
24.0,1.0,0.13636363636363635,0.0821917808219178,0.058823529411764705,0.4348185824023839,0.32530324161015495
24.0,2.0,0.46551724137931033,0.525974025974026,0.6044776119402985,0.4348185824023839,0.32530324161015495
24.0,3.0,0.5342465753424658,0.5306122448979592,0.527027027027027,0.4348185824023839,0.32530324161015495
25.0,0.0,0.6089108910891089,0.6029411764705882,0.5970873786407767,0.42893583817508163,0.31696625093903835
25.0,1.0,0.14285714285714285,0.08333333333333333,0.058823529411764705,0.42893583817508163,0.31696625093903835
25.0,2.0,0.4530386740331492,0.5206349206349207,0.6119402985074627,0.42893583817508163,0.31696625093903835
25.0,3.0,0.5333333333333333,0.508833922261484,0.4864864864864865,0.42893583817508163,0.31696625093903835
26.0,0.0,0.6170212765957447,0.5888324873096447,0.5631067961165048,0.42059339085980363,0.3124382714613767
26.0,1.0,0.1,0.056338028169014086,0.0392156862745098,0.42059339085980363,0.3124382714613767
26.0,2.0,0.44680851063829785,0.5217391304347826,0.6268656716417911,0.42059339085980363,0.3124382714613767
26.0,3.0,0.5244755244755245,0.5154639175257731,0.5067567567567568,0.42059339085980363,0.3124382714613767
27.0,0.0,0.6183574879227053,0.6198547215496368,0.6213592233009708,0.4528513093345704,0.32889140489412094
27.0,1.0,0.21875,0.1686746987951807,0.13725490196078433,0.4528513093345704,0.32889140489412094
27.0,2.0,0.46511627906976744,0.5228758169934641,0.5970149253731343,0.4528513093345704,0.32889140489412094
27.0,3.0,0.5390625,0.5,0.46621621621621623,0.4528513093345704,0.32889140489412094
28.0,0.0,0.625,0.6157635467980296,0.6067961165048543,0.4452686721033052,0.3296773509739673
28.0,1.0,0.1724137931034483,0.125,0.09803921568627451,0.4452686721033052,0.3296773509739673
28.0,2.0,0.4602272727272727,0.5225806451612903,0.6044776119402985,0.4452686721033052,0.3296773509739673
